investor_id,total_sips,avg_gap_days,max_gap_days,status
INV002558,6,97.6,297.0,High Risk / Stopped
INV002559,1,,,Irregular
INV002560,6,95.2,155.0,High Risk / Stopped
INV002561,3,64.5,68.0,High Risk / Stopped
INV002562,1,,,Irregular
INV002563,6,65.8,114.0,High Risk / Stopped
INV002564,1,,,Irregular
INV002565,5,111.75,281.0,High Risk / Stopped
INV002566,4,143.0,323.0,High Risk / Stopped
INV002567,6,82.0,127.0,High Risk / Stopped
INV002568,8,61.57142857142857,144.0,High Risk / Stopped
INV002569,1,,,Irregular
INV002570,7,62.0,150.0,High Risk / Stopped
INV002571,4,149.0,225.0,High Risk / Stopped
INV002572,8,55.714285714285715,108.0,Irregular
INV002573,1,,,Irregular
INV002574,6,79.4,139.0,High Risk / Stopped
INV002575,9,56.125,128.0,Irregular
INV002576,4,94.33333333333333,160.0,High Risk / Stopped
INV002577,3,61.5,78.0,High Risk / Stopped
INV002578,2,443.0,443.0,High Risk / Stopped
INV002579,6,40.8,71.0,Irregular
INV002580,4,56.0,65.0,Irregular
INV002582,6,77.4,173.0,High Risk / Stopped
INV002583,3,125.0,162.0,High Risk / Stopped
INV002584,1,,,Irregular
INV002585,6,65.0,124.0,High Risk / Stopped
INV002586,6,87.2,168.0,High Risk / Stopped
INV002587,2,291.0,291.0,High Risk / Stopped
INV002588,3,134.5,203.0,High Risk / Stopped
INV002589,1,,,Irregular
INV002590,10,50.22222222222222,125.0,Irregular
INV002591,6,52.2,139.0,Irregular
INV002592,2,149.0,149.0,High Risk / Stopped
INV002593,3,90.5,181.0,High Risk / Stopped
INV002594,6,94.0,244.0,High Risk / Stopped
INV002595,3,29.0,55.0,Irregular
INV002596,2,325.0,325.0,High Risk / Stopped
INV002597,3,193.0,301.0,High Risk / Stopped
INV002598,9,51.375,179.0,Irregular
INV002599,5,109.5,234.0,High Risk / Stopped
INV002600,2,102.0,102.0,High Risk / Stopped
INV002601,2,54.0,54.0,Irregular
INV002602,8,66.0,151.0,High Risk / Stopped
INV002603,1,,,Irregular
INV002604,5,99.0,218.0,High Risk / Stopped
INV002605,2,405.0,405.0,High Risk / Stopped
INV002606,6,89.6,248.0,High Risk / Stopped
INV002607,1,,,Irregular
INV002608,4,126.33333333333333,177.0,High Risk / Stopped
INV002610,2,334.0,334.0,High Risk / Stopped
INV002611,1,,,Irregular
INV002612,2,162.0,162.0,High Risk / Stopped
INV002613,8,65.0,143.0,High Risk / Stopped
INV002614,2,108.0,108.0,High Risk / Stopped
INV002615,1,,,Irregular
INV002616,2,223.0,223.0,High Risk / Stopped
INV002617,2,275.0,275.0,High Risk / Stopped
INV002618,1,,,Irregular
INV002619,2,219.0,219.0,High Risk / Stopped
INV002620,2,345.0,345.0,High Risk / Stopped
INV002621,3,182.5,186.0,High Risk / Stopped
INV002622,7,76.66666666666667,244.0,High Risk / Stopped
INV002623,1,,,Irregular
INV002624,1,,,Irregular
INV002625,4,105.0,143.0,High Risk / Stopped
INV002626,4,94.66666666666667,191.0,High Risk / Stopped
INV002627,6,85.0,182.0,High Risk / Stopped
INV002628,6,77.0,322.0,High Risk / Stopped
INV002629,4,142.0,227.0,High Risk / Stopped
INV002630,5,43.75,82.0,Irregular
INV002631,3,110.0,178.0,High Risk / Stopped
INV002632,8,65.57142857142857,180.0,High Risk / Stopped
INV002633,5,83.25,101.0,High Risk / Stopped
INV002634,2,25.0,25.0,Irregular
INV002635,3,126.5,127.0,High Risk / Stopped
INV002636,2,118.0,118.0,High Risk / Stopped
INV002637,3,115.5,227.0,High Risk / Stopped
INV002639,5,45.25,55.0,Irregular
INV002640,7,70.0,153.0,High Risk / Stopped
INV002641,4,64.33333333333333,99.0,High Risk / Stopped
INV002642,5,108.25,181.0,High Risk / Stopped
INV002643,6,74.2,229.0,High Risk / Stopped
INV002645,7,45.166666666666664,133.0,Irregular
INV002646,1,,,Irregular
INV002647,4,89.33333333333333,153.0,High Risk / Stopped
INV002648,5,102.25,190.0,High Risk / Stopped
INV002649,2,174.0,174.0,High Risk / Stopped
INV002650,2,19.0,19.0,Irregular
INV002651,1,,,Irregular
INV002652,5,97.5,235.0,High Risk / Stopped
INV002653,1,,,Irregular
INV002654,8,61.857142857142854,115.0,High Risk / Stopped
INV002655,2,24.0,24.0,Irregular
INV002656,5,52.5,90.0,Irregular
INV002657,3,228.5,301.0,High Risk / Stopped
INV002658,1,,,Irregular
INV002659,7,62.333333333333336,224.0,High Risk / Stopped
INV002660,4,105.33333333333333,210.0,High Risk / Stopped
INV002661,2,60.0,60.0,Irregular
INV002662,2,284.0,284.0,High Risk / Stopped
INV002664,4,95.33333333333333,130.0,High Risk / Stopped
INV002666,7,53.166666666666664,100.0,Irregular
INV002668,5,97.5,186.0,High Risk / Stopped
INV002669,2,80.0,80.0,High Risk / Stopped
INV002670,2,230.0,230.0,High Risk / Stopped
INV002671,7,77.16666666666667,163.0,High Risk / Stopped
INV002672,1,,,Irregular
INV002673,8,65.0,147.0,High Risk / Stopped
INV002674,6,75.8,153.0,High Risk / Stopped
INV002675,8,63.857142857142854,138.0,High Risk / Stopped
INV002676,3,83.5,110.0,High Risk / Stopped
INV002677,1,,,Irregular
INV002678,1,,,Irregular
INV002679,4,152.66666666666666,278.0,High Risk / Stopped
INV002680,3,83.5,160.0,High Risk / Stopped
INV002681,7,83.66666666666667,161.0,High Risk / Stopped
INV002682,5,75.0,107.0,High Risk / Stopped
INV002683,3,13.5,14.0,Irregular
INV002684,6,80.6,266.0,High Risk / Stopped
INV002685,3,241.0,247.0,High Risk / Stopped
INV002686,2,236.0,236.0,High Risk / Stopped
INV002687,5,80.0,193.0,High Risk / Stopped
INV002688,9,37.0,122.0,Irregular
INV002689,8,50.0,115.0,Irregular
INV002690,1,,,Irregular
INV002691,1,,,Irregular
INV002692,1,,,Irregular
INV002693,7,45.833333333333336,72.0,Irregular
INV002694,2,54.0,54.0,Irregular
INV002695,1,,,Irregular
INV002696,5,109.25,315.0,High Risk / Stopped
INV002697,7,55.333333333333336,199.0,Irregular
INV002698,5,49.25,98.0,Irregular
INV002699,3,182.0,318.0,High Risk / Stopped
INV002700,7,79.83333333333333,140.0,High Risk / Stopped
INV002701,3,121.0,185.0,High Risk / Stopped
INV002702,5,79.5,127.0,High Risk / Stopped
INV002703,2,202.0,202.0,High Risk / Stopped
INV002704,8,59.142857142857146,139.0,Irregular
INV002705,8,22.571428571428573,70.0,Consistent
INV002706,6,73.6,133.0,High Risk / Stopped
INV002707,4,93.0,151.0,High Risk / Stopped
INV002708,5,44.25,116.0,Irregular
INV002709,2,206.0,206.0,High Risk / Stopped
INV002710,2,3.0,3.0,Irregular
INV002711,8,65.57142857142857,230.0,High Risk / Stopped
INV002712,11,46.8,174.0,Irregular
INV002713,2,162.0,162.0,High Risk / Stopped
INV002714,2,177.0,177.0,High Risk / Stopped
INV002715,1,,,Irregular
INV002716,5,124.75,342.0,High Risk / Stopped
INV002717,2,362.0,362.0,High Risk / Stopped
INV002718,5,57.5,112.0,Irregular
INV002719,2,170.0,170.0,High Risk / Stopped
INV002720,3,160.5,283.0,High Risk / Stopped
INV002721,1,,,Irregular
INV002722,6,61.4,178.0,High Risk / Stopped
INV002723,9,37.75,102.0,Irregular
INV002724,6,76.6,187.0,High Risk / Stopped
INV002725,3,207.0,291.0,High Risk / Stopped
INV002726,8,45.57142857142857,84.0,Irregular
INV002727,4,69.66666666666667,178.0,High Risk / Stopped
INV002728,1,,,Irregular
INV002729,1,,,Irregular
INV002732,8,70.71428571428571,151.0,High Risk / Stopped
INV002733,8,51.57142857142857,150.0,Irregular
INV002734,4,134.66666666666666,178.0,High Risk / Stopped
INV002735,7,68.16666666666667,136.0,High Risk / Stopped
INV002736,6,70.6,323.0,High Risk / Stopped
INV002737,8,58.42857142857143,104.0,Irregular
INV002738,2,31.0,31.0,Irregular
INV002739,2,132.0,132.0,High Risk / Stopped
INV002740,2,474.0,474.0,High Risk / Stopped
INV002741,4,123.0,190.0,High Risk / Stopped
INV002742,1,,,Irregular
INV002743,6,88.2,190.0,High Risk / Stopped
INV002744,10,52.888888888888886,139.0,Irregular
INV002745,4,97.66666666666667,115.0,High Risk / Stopped
INV002746,8,68.0,206.0,High Risk / Stopped
INV002747,3,41.0,82.0,Irregular
INV002748,4,127.66666666666667,173.0,High Risk / Stopped
INV002749,1,,,Irregular
INV002750,6,72.4,254.0,High Risk / Stopped
INV002751,7,41.5,102.0,Irregular
INV002752,3,100.5,171.0,High Risk / Stopped
INV002753,5,80.75,153.0,High Risk / Stopped
INV002754,5,116.5,162.0,High Risk / Stopped
INV002755,1,,,Irregular
INV002756,2,460.0,460.0,High Risk / Stopped
INV002757,4,99.33333333333333,206.0,High Risk / Stopped
INV002758,6,81.0,263.0,High Risk / Stopped
INV002759,3,111.0,112.0,High Risk / Stopped
INV002760,1,,,Irregular
INV002761,6,80.6,312.0,High Risk / Stopped
INV002762,5,87.25,238.0,High Risk / Stopped
INV002763,2,409.0,409.0,High Risk / Stopped
INV002764,4,95.66666666666667,155.0,High Risk / Stopped
INV002765,4,155.33333333333334,332.0,High Risk / Stopped
INV002766,6,70.6,151.0,High Risk / Stopped
INV002767,7,55.333333333333336,145.0,Irregular
INV002768,1,,,Irregular
INV002769,7,82.0,141.0,High Risk / Stopped
INV002770,3,202.0,262.0,High Risk / Stopped
INV002771,3,221.5,374.0,High Risk / Stopped
INV002772,7,74.5,168.0,High Risk / Stopped
INV002773,2,405.0,405.0,High Risk / Stopped
INV002774,5,114.0,211.0,High Risk / Stopped
INV002775,3,43.0,53.0,Irregular
INV002776,3,160.5,274.0,High Risk / Stopped
INV002777,1,,,Irregular
INV002778,2,350.0,350.0,High Risk / Stopped
INV002779,6,64.2,151.0,High Risk / Stopped
INV002780,4,104.0,213.0,High Risk / Stopped
INV002781,2,21.0,21.0,Irregular
INV002782,2,105.0,105.0,High Risk / Stopped
INV002783,7,64.0,126.0,High Risk / Stopped
INV002784,5,63.5,178.0,High Risk / Stopped
INV002785,3,29.5,45.0,Irregular
INV002786,7,76.33333333333333,124.0,High Risk / Stopped
INV002787,5,99.25,280.0,High Risk / Stopped
INV002788,5,88.25,124.0,High Risk / Stopped
INV002789,2,35.0,35.0,Irregular
INV002790,2,284.0,284.0,High Risk / Stopped
INV002791,3,165.5,285.0,High Risk / Stopped
INV002792,2,202.0,202.0,High Risk / Stopped
INV002793,7,59.333333333333336,125.0,Irregular
INV002794,7,56.166666666666664,111.0,Irregular
INV002795,1,,,Irregular
INV002796,4,137.0,220.0,High Risk / Stopped
INV002797,1,,,Irregular
INV002798,3,224.0,275.0,High Risk / Stopped
INV002799,6,70.8,129.0,High Risk / Stopped
INV002800,7,63.5,108.0,High Risk / Stopped
INV002801,4,78.0,127.0,High Risk / Stopped
INV002802,2,63.0,63.0,High Risk / Stopped
INV002803,7,64.83333333333333,176.0,High Risk / Stopped
INV002804,8,59.857142857142854,209.0,Irregular
INV002805,2,332.0,332.0,High Risk / Stopped
INV002806,3,234.5,365.0,High Risk / Stopped
INV002807,3,100.5,194.0,High Risk / Stopped
INV002808,7,59.666666666666664,120.0,Irregular
INV002809,6,81.4,276.0,High Risk / Stopped
INV002810,8,32.285714285714285,139.0,Consistent
INV002811,3,115.0,203.0,High Risk / Stopped
INV002813,7,49.0,149.0,Irregular
INV002814,2,198.0,198.0,High Risk / Stopped
INV002815,1,,,Irregular
INV002816,2,129.0,129.0,High Risk / Stopped
INV002817,2,159.0,159.0,High Risk / Stopped
INV002818,2,366.0,366.0,High Risk / Stopped
INV002819,4,35.0,69.0,Irregular
INV002820,1,,,Irregular
INV002822,7,53.0,108.0,Irregular
INV002823,2,333.0,333.0,High Risk / Stopped
INV002824,7,71.83333333333333,223.0,High Risk / Stopped
INV002825,3,207.5,348.0,High Risk / Stopped
INV002826,6,61.6,91.0,High Risk / Stopped
INV002827,6,73.6,200.0,High Risk / Stopped
INV002828,6,80.0,211.0,High Risk / Stopped
INV002829,3,80.0,136.0,High Risk / Stopped
INV002830,5,110.25,219.0,High Risk / Stopped
INV002831,6,40.2,72.0,Irregular
INV002832,4,65.33333333333333,129.0,High Risk / Stopped
INV002833,2,297.0,297.0,High Risk / Stopped
INV002834,3,187.5,231.0,High Risk / Stopped
INV002835,7,82.33333333333333,233.0,High Risk / Stopped
INV002836,1,,,Irregular
INV002837,1,,,Irregular
INV002838,8,56.714285714285715,116.0,Irregular
INV002839,2,114.0,114.0,High Risk / Stopped
INV002840,4,63.666666666666664,186.0,High Risk / Stopped
INV002841,6,43.4,102.0,Irregular
INV002842,1,,,Irregular
INV002843,8,43.142857142857146,128.0,Irregular
INV002845,1,,,Irregular
INV002846,3,129.0,255.0,High Risk / Stopped
INV002847,10,52.666666666666664,129.0,Irregular
INV002848,1,,,Irregular
INV002849,4,54.0,99.0,Irregular
INV002850,7,53.166666666666664,166.0,Irregular
INV002851,3,245.0,280.0,High Risk / Stopped
INV002852,6,75.8,207.0,High Risk / Stopped
INV002853,1,,,Irregular
INV002854,3,190.0,273.0,High Risk / Stopped
INV002855,3,120.0,196.0,High Risk / Stopped
INV002856,4,129.66666666666666,212.0,High Risk / Stopped
INV002857,1,,,Irregular
INV002858,2,161.0,161.0,High Risk / Stopped
INV002859,7,76.5,198.0,High Risk / Stopped
INV002860,3,196.5,280.0,High Risk / Stopped
INV002861,5,121.25,211.0,High Risk / Stopped
INV002862,4,152.66666666666666,270.0,High Risk / Stopped
INV002863,6,74.4,199.0,High Risk / Stopped
INV002864,5,79.0,175.0,High Risk / Stopped
INV002865,6,37.2,50.0,Irregular
INV002866,2,148.0,148.0,High Risk / Stopped
INV002867,2,125.0,125.0,High Risk / Stopped
INV002868,4,101.66666666666667,169.0,High Risk / Stopped
INV002869,5,58.75,169.0,Irregular
INV002870,6,48.2,109.0,Irregular
INV002871,1,,,Irregular
INV002872,6,85.6,199.0,High Risk / Stopped
INV002873,6,98.2,235.0,High Risk / Stopped
INV002874,5,120.5,192.0,High Risk / Stopped
INV002875,3,58.0,98.0,Irregular
INV002876,2,348.0,348.0,High Risk / Stopped
INV002877,4,86.33333333333333,111.0,High Risk / Stopped
INV002878,1,,,Irregular
INV002879,7,72.16666666666667,125.0,High Risk / Stopped
INV002881,6,43.6,110.0,Irregular
INV002882,2,191.0,191.0,High Risk / Stopped
INV002883,6,96.0,176.0,High Risk / Stopped
INV002884,1,,,Irregular
INV002885,1,,,Irregular
INV002886,7,44.333333333333336,137.0,Irregular
INV002888,4,53.333333333333336,85.0,Irregular
INV002890,5,101.25,230.0,High Risk / Stopped
INV002891,8,72.71428571428571,166.0,High Risk / Stopped
INV002892,2,209.0,209.0,High Risk / Stopped
INV002893,9,50.0,148.0,Irregular
INV002894,2,11.0,11.0,Irregular
INV002895,5,95.75,171.0,High Risk / Stopped
INV002896,4,70.66666666666667,110.0,High Risk / Stopped
INV002897,5,85.25,147.0,High Risk / Stopped
INV002898,3,58.0,111.0,Irregular
INV002899,3,224.0,269.0,High Risk / Stopped
INV002900,6,64.2,136.0,High Risk / Stopped
INV002901,3,94.0,131.0,High Risk / Stopped
INV002902,2,35.0,35.0,Irregular
INV002903,6,89.6,176.0,High Risk / Stopped
INV002904,7,49.333333333333336,104.0,Irregular
INV002905,6,73.0,221.0,High Risk / Stopped
INV002906,6,41.2,74.0,Irregular
INV002907,1,,,Irregular
INV002908,3,80.0,139.0,High Risk / Stopped
INV002909,7,82.33333333333333,263.0,High Risk / Stopped
INV002910,2,367.0,367.0,High Risk / Stopped
INV002911,3,120.5,218.0,High Risk / Stopped
INV002912,6,97.0,342.0,High Risk / Stopped
INV002913,7,73.66666666666667,168.0,High Risk / Stopped
INV002914,2,4.0,4.0,Irregular
INV002915,8,49.285714285714285,117.0,Irregular
INV002917,4,132.33333333333334,379.0,High Risk / Stopped
INV002919,1,,,Irregular
INV002920,2,99.0,99.0,High Risk / Stopped
INV002921,7,53.333333333333336,121.0,Irregular
INV002922,1,,,Irregular
INV002923,2,220.0,220.0,High Risk / Stopped
INV002924,5,32.0,41.0,Irregular
INV002925,2,226.0,226.0,High Risk / Stopped
INV002926,4,147.66666666666666,207.0,High Risk / Stopped
INV002927,8,40.285714285714285,79.0,Irregular
INV002928,2,7.0,7.0,Irregular
INV002929,2,445.0,445.0,High Risk / Stopped
INV002930,4,95.33333333333333,127.0,High Risk / Stopped
INV002931,5,106.75,157.0,High Risk / Stopped
INV002932,4,87.66666666666667,161.0,High Risk / Stopped
INV002933,5,43.0,160.0,Irregular
INV002934,4,104.0,170.0,High Risk / Stopped
INV002935,7,48.0,72.0,Irregular
INV002936,1,,,Irregular
INV002937,7,67.16666666666667,184.0,High Risk / Stopped
INV002939,7,60.5,127.0,High Risk / Stopped
INV002940,3,223.5,417.0,High Risk / Stopped
INV002941,5,64.0,154.0,High Risk / Stopped
INV002942,9,55.5,180.0,Irregular
INV002943,5,70.0,188.0,High Risk / Stopped
INV002944,3,131.0,181.0,High Risk / Stopped
INV002945,8,65.0,139.0,High Risk / Stopped
INV002946,3,121.5,122.0,High Risk / Stopped
INV002947,7,64.16666666666667,152.0,High Risk / Stopped
INV002948,2,365.0,365.0,High Risk / Stopped
INV002949,4,103.66666666666667,188.0,High Risk / Stopped
INV002950,8,45.857142857142854,119.0,Irregular
INV002951,7,51.833333333333336,82.0,Irregular
INV002952,2,137.0,137.0,High Risk / Stopped
INV002953,4,73.66666666666667,106.0,High Risk / Stopped
INV002954,4,83.33333333333333,218.0,High Risk / Stopped
INV002955,1,,,Irregular
INV002956,4,148.66666666666666,255.0,High Risk / Stopped
INV002957,5,114.75,225.0,High Risk / Stopped
INV002958,1,,,Irregular
INV002959,2,104.0,104.0,High Risk / Stopped
INV002960,1,,,Irregular
INV002961,7,84.66666666666667,231.0,High Risk / Stopped
INV002962,1,,,Irregular
INV002963,2,27.0,27.0,Irregular
INV002964,5,78.75,242.0,High Risk / Stopped
INV002966,5,95.25,210.0,High Risk / Stopped
INV002967,3,222.0,391.0,High Risk / Stopped
INV002968,5,80.75,269.0,High Risk / Stopped
INV002969,3,34.5,35.0,Irregular
INV002970,1,,,Irregular
INV002971,2,198.0,198.0,High Risk / Stopped
INV002972,1,,,Irregular
INV002973,4,68.33333333333333,200.0,High Risk / Stopped
INV002974,7,51.333333333333336,105.0,Irregular
INV002975,3,52.0,85.0,Irregular
INV002976,1,,,Irregular
INV002977,4,141.33333333333334,211.0,High Risk / Stopped
INV002978,3,195.0,317.0,High Risk / Stopped
INV002979,4,129.0,265.0,High Risk / Stopped
INV002980,5,85.25,117.0,High Risk / Stopped
INV002982,4,86.0,203.0,High Risk / Stopped
INV002983,1,,,Irregular
INV002984,6,91.0,200.0,High Risk / Stopped
INV002985,3,62.0,91.0,High Risk / Stopped
INV002986,2,485.0,485.0,High Risk / Stopped
INV002988,1,,,Irregular
INV002989,6,86.6,182.0,High Risk / Stopped
INV002990,1,,,Irregular
INV002991,2,328.0,328.0,High Risk / Stopped
INV002992,3,82.0,93.0,High Risk / Stopped
INV002993,4,145.33333333333334,280.0,High Risk / Stopped
INV002994,7,58.166666666666664,142.0,Irregular
INV002995,1,,,Irregular
INV002996,5,75.0,136.0,High Risk / Stopped
INV002997,5,96.0,166.0,High Risk / Stopped
INV002998,2,6.0,6.0,Irregular
INV002999,1,,,Irregular
INV003000,7,67.0,137.0,High Risk / Stopped
INV003001,1,,,Irregular
INV003002,5,95.5,225.0,High Risk / Stopped
INV003003,9,58.25,100.0,Irregular
INV003004,5,117.0,209.0,High Risk / Stopped
INV003005,8,53.142857142857146,107.0,Irregular
INV003006,1,,,Irregular
INV003007,9,48.25,162.0,Irregular
INV003008,3,174.0,233.0,High Risk / Stopped
INV003009,9,38.125,84.0,Irregular
INV003010,5,115.5,303.0,High Risk / Stopped
INV003011,7,64.16666666666667,154.0,High Risk / Stopped
INV003012,5,58.25,122.0,Irregular
INV003013,1,,,Irregular
INV003014,6,82.4,144.0,High Risk / Stopped
INV003015,7,54.666666666666664,91.0,Irregular
INV003016,3,71.0,73.0,High Risk / Stopped
INV003017,5,109.75,266.0,High Risk / Stopped
INV003018,6,49.2,156.0,Irregular
INV003019,1,,,Irregular
INV003020,2,208.0,208.0,High Risk / Stopped
INV003021,5,120.5,182.0,High Risk / Stopped
INV003022,6,69.6,123.0,High Risk / Stopped
INV003023,4,116.33333333333333,259.0,High Risk / Stopped
INV003024,6,44.2,122.0,Irregular
INV003025,8,35.285714285714285,65.0,Irregular
INV003026,1,,,Irregular
INV003027,4,70.0,108.0,High Risk / Stopped
INV003028,6,91.4,183.0,High Risk / Stopped
INV003029,1,,,Irregular
INV003031,3,51.0,70.0,Irregular
INV003032,2,260.0,260.0,High Risk / Stopped
INV003033,5,99.75,196.0,High Risk / Stopped
INV003034,6,73.4,118.0,High Risk / Stopped
INV003035,1,,,Irregular
INV003036,8,57.714285714285715,138.0,Irregular
INV003037,7,79.5,300.0,High Risk / Stopped
INV003038,2,83.0,83.0,High Risk / Stopped
INV003039,1,,,Irregular
INV003040,6,74.0,194.0,High Risk / Stopped
INV003041,5,118.25,327.0,High Risk / Stopped
INV003042,2,191.0,191.0,High Risk / Stopped
INV003043,7,73.83333333333333,131.0,High Risk / Stopped
INV003044,7,71.16666666666667,237.0,High Risk / Stopped
INV003045,6,36.2,71.0,Irregular
INV003046,2,39.0,39.0,Irregular
INV003047,8,70.14285714285714,215.0,High Risk / Stopped
INV003048,5,36.75,84.0,Irregular
INV003049,4,126.33333333333333,318.0,High Risk / Stopped
INV003051,3,72.5,76.0,High Risk / Stopped
INV003052,2,158.0,158.0,High Risk / Stopped
INV003053,2,216.0,216.0,High Risk / Stopped
INV003054,7,78.66666666666667,209.0,High Risk / Stopped
INV003055,5,112.5,209.0,High Risk / Stopped
INV003057,5,72.75,157.0,High Risk / Stopped
INV003058,5,85.75,130.0,High Risk / Stopped
INV003059,3,174.0,284.0,High Risk / Stopped
INV003060,7,79.0,135.0,High Risk / Stopped
INV003061,5,74.0,201.0,High Risk / Stopped
INV003062,1,,,Irregular
INV003063,7,57.833333333333336,112.0,Irregular
INV003064,2,134.0,134.0,High Risk / Stopped
INV003065,5,79.5,150.0,High Risk / Stopped
INV003066,2,123.0,123.0,High Risk / Stopped
INV003067,2,149.0,149.0,High Risk / Stopped
INV003068,3,185.0,302.0,High Risk / Stopped
INV003069,5,80.75,192.0,High Risk / Stopped
INV003070,9,54.5,132.0,Irregular
INV003071,1,,,Irregular
INV003072,1,,,Irregular
INV003073,5,75.25,140.0,High Risk / Stopped
INV003074,6,74.8,123.0,High Risk / Stopped
INV003075,8,57.42857142857143,128.0,Irregular
INV003076,1,,,Irregular
INV003077,5,111.25,232.0,High Risk / Stopped
INV003078,7,69.16666666666667,126.0,High Risk / Stopped
INV003079,4,113.66666666666667,191.0,High Risk / Stopped
INV003080,3,67.0,118.0,High Risk / Stopped
INV003081,2,150.0,150.0,High Risk / Stopped
INV003082,8,46.42857142857143,142.0,Irregular
INV003083,6,66.4,169.0,High Risk / Stopped
INV003084,3,170.0,227.0,High Risk / Stopped
INV003086,4,100.0,224.0,High Risk / Stopped
INV003087,2,106.0,106.0,High Risk / Stopped
INV003088,1,,,Irregular
INV003089,6,65.0,107.0,High Risk / Stopped
INV003090,4,57.333333333333336,114.0,Irregular
INV003091,9,50.875,199.0,Irregular
INV003092,2,187.0,187.0,High Risk / Stopped
INV003093,1,,,Irregular
INV003094,1,,,Irregular
INV003095,6,86.6,175.0,High Risk / Stopped
INV003096,1,,,Irregular
INV003097,8,62.714285714285715,121.0,High Risk / Stopped
INV003098,3,211.5,253.0,High Risk / Stopped
INV003099,3,192.0,329.0,High Risk / Stopped
INV003100,5,31.75,69.0,Irregular
INV003101,3,127.0,215.0,High Risk / Stopped
INV003102,5,83.5,188.0,High Risk / Stopped
INV003103,5,91.25,226.0,High Risk / Stopped
INV003104,1,,,Irregular
INV003105,7,65.5,140.0,High Risk / Stopped
INV003107,1,,,Irregular
INV003108,3,228.5,371.0,High Risk / Stopped
INV003109,2,100.0,100.0,High Risk / Stopped
INV003110,5,81.5,196.0,High Risk / Stopped
INV003111,5,95.25,191.0,High Risk / Stopped
INV003112,6,91.6,173.0,High Risk / Stopped
INV003113,8,66.85714285714286,159.0,High Risk / Stopped
INV003115,6,48.0,125.0,Irregular
INV003116,4,79.33333333333333,169.0,High Risk / Stopped
INV003117,8,66.57142857142857,115.0,High Risk / Stopped
INV003118,1,,,Irregular
INV003119,4,72.33333333333333,106.0,High Risk / Stopped
INV003120,2,210.0,210.0,High Risk / Stopped
INV003121,4,43.666666666666664,87.0,Irregular
INV003122,1,,,Irregular
INV003123,5,97.25,232.0,High Risk / Stopped
INV003124,5,63.75,112.0,High Risk / Stopped
INV003125,4,90.0,137.0,High Risk / Stopped
INV003127,1,,,Irregular
INV003128,3,52.5,59.0,Irregular
INV003129,2,51.0,51.0,Irregular
INV003130,3,106.0,156.0,High Risk / Stopped
INV003131,1,,,Irregular
INV003132,4,158.66666666666666,321.0,High Risk / Stopped
INV003133,1,,,Irregular
INV003134,7,76.83333333333333,172.0,High Risk / Stopped
INV003136,2,117.0,117.0,High Risk / Stopped
INV003137,2,232.0,232.0,High Risk / Stopped
INV003138,1,,,Irregular
INV003139,7,55.166666666666664,133.0,Irregular
INV003140,8,57.0,125.0,Irregular
INV003141,7,67.5,225.0,High Risk / Stopped
INV003142,3,125.5,234.0,High Risk / Stopped
INV003143,1,,,Irregular
INV003144,7,82.5,243.0,High Risk / Stopped
INV003145,2,32.0,32.0,Irregular
INV003146,9,59.5,283.0,Irregular
INV003147,3,204.5,304.0,High Risk / Stopped
INV003149,2,77.0,77.0,High Risk / Stopped
INV003150,4,126.0,176.0,High Risk / Stopped
INV003151,6,81.0,146.0,High Risk / Stopped
INV003153,7,40.666666666666664,156.0,Irregular
INV003154,2,238.0,238.0,High Risk / Stopped
INV003155,1,,,Irregular
INV003156,1,,,Irregular
INV003157,3,117.5,188.0,High Risk / Stopped
INV003158,9,55.625,138.0,Irregular
INV003159,3,156.0,170.0,High Risk / Stopped
INV003160,4,146.0,324.0,High Risk / Stopped
INV003161,6,77.4,118.0,High Risk / Stopped
INV003162,1,,,Irregular
INV003163,1,,,Irregular
INV003164,3,160.0,255.0,High Risk / Stopped
INV003165,5,119.25,243.0,High Risk / Stopped
INV003166,4,131.66666666666666,223.0,High Risk / Stopped
INV003167,5,83.5,160.0,High Risk / Stopped
INV003168,5,118.5,189.0,High Risk / Stopped
INV003169,6,62.6,178.0,High Risk / Stopped
INV003171,4,37.333333333333336,86.0,Irregular
INV003172,1,,,Irregular
INV003173,5,116.0,217.0,High Risk / Stopped
INV003174,2,21.0,21.0,Irregular
INV003175,1,,,Irregular
INV003176,5,93.5,153.0,High Risk / Stopped
INV003177,1,,,Irregular
INV003178,6,56.4,84.0,Irregular
INV003179,9,56.25,151.0,Irregular
INV003180,1,,,Irregular
INV003181,2,242.0,242.0,High Risk / Stopped
INV003182,3,151.0,202.0,High Risk / Stopped
INV003183,3,124.5,132.0,High Risk / Stopped
INV003184,4,94.33333333333333,206.0,High Risk / Stopped
INV003185,6,65.2,116.0,High Risk / Stopped
INV003186,1,,,Irregular
INV003187,9,58.25,244.0,Irregular
INV003188,4,128.0,293.0,High Risk / Stopped
INV003189,9,55.125,198.0,Irregular
INV003190,4,92.0,218.0,High Risk / Stopped
INV003191,6,76.8,138.0,High Risk / Stopped
INV003192,5,74.5,145.0,High Risk / Stopped
INV003193,6,96.6,294.0,High Risk / Stopped
INV003194,4,132.66666666666666,186.0,High Risk / Stopped
INV003195,2,68.0,68.0,High Risk / Stopped
INV003196,7,80.33333333333333,319.0,High Risk / Stopped
INV003197,2,8.0,8.0,Irregular
INV003198,3,166.5,287.0,High Risk / Stopped
